Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Aug,5,Wednesday,Chevrolet,Urban,Thursday,Aug,5,Female,Married,30,Policy Holder,Sedan,36724,0,4,400,4,46,42,2,6,32,Yes,No,Internal,7,-1,1,1994,Collision
Jun,3,Wednesday,Toyota,Urban,Tuesday,Jun,4,Male,Single,34,Third Party,Sedan,27796,0,2,400,3,44,45,0,7,34,No,No,External,0,-1,1,1994,All Perils
Aug,2,Thursday,Toyota,Urban,Wednesday,Aug,3,Male,Single,27,Policy Holder,Sedan,18490,0,9,400,2,46,43,0,6,33,No,No,External,4,-1,1,1994,All Perils
Aug,2,Friday,VW,Urban,Thursday,Aug,4,Male,Married,27,Third Party,Sedan,90453,0,9,400,1,32,48,0,6,32,Yes,No,External,1,-1,1,1994,All Perils
Mar,5,Thursday,Pontiac,Urban,Monday,Apr,1,Male,Married,41,Policy Holder,Sedan,23766,0,8,400,2,42,31,0,7,36,No,No,External,1,-1,1,1994,Collision
Mar,5,Tuesday,Honda,Urban,Friday,Mar,5,Male,Married,39,Policy Holder,Sedan,33299,0,13,400,4,36,45,0,7,38,No,No,External,2,-1,1,1994,All Perils
Feb,3,Saturday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,32,Third Party,Sedan,24480,0,8,400,2,33,34,1,6,34,No,No,External,7,-1,1,1994,Collision
Dec,3,Sunday,Mazda,Urban,Monday,Dec,3,Male,Married,57,Policy Holder,Sedan,28887,0,15,400,1,45,41,0,14,56,No,No,External,9,-1,1,1994,Collision
Dec,2,Wednesday,Mazda,Urban,Monday,Feb,2,Female,Single,30,Policy Holder,Sedan,27048,0,13,400,2,56,52,2,4,33,No,No,External,0,-1,1,1994,Collision
Dec,1,Tuesday,Ford,Urban,Tuesday,Dec,1,Male,Married,40,Policy Holder,Sedan,50870,0,16,400,1,54,40,1,7,37,No,No,External,0,-1,1,1994,Collision
Nov,4,Monday,Honda,Urban,Monday,Nov,5,Male,Single,38,Policy Holder,Sedan,75526,0,11,400,3,51,51,10,7,39,No,No,External,9,-1,1,1994,Collision
Nov,4,Monday,Accura,Urban,Wednesday,Nov,4,Male,Married,42,Policy Holder,Sport,37230,0,4,400,2,58,45,6,7,36,No,No,External,2,-1,1,1994,Liability
Nov,3,Thursday,Mazda,Urban,Monday,Nov,4,Male,Married,44,Third Party,Sedan,30793,0,15,400,2,42,52,3,9,40,No,No,External,1,-1,1,1994,All Perils
Jul,4,Thursday,Pontiac,Urban,Friday,Jul,4,Male,Married,28,Third Party,Sedan,24817,0,3,400,4,39,45,4,7,35,No,No,External,7,-1,3,1994,Collision
Jul,4,Thursday,Toyota,Urban,Friday,Jul,4,Female,Single,57,Third Party,Sedan,27345,0,1,400,3,50,33,0,9,60,No,No,External,0,-1,1,1994,All Perils
Feb,4,Monday,Accura,Urban,Tuesday,Feb,4,Male,Married,44,Policy Holder,Sport,37930,0,8,400,4,52,47,3,7,36,No,No,External,9,-1,1,1994,Liability
Jan,5,Saturday,Chevrolet,Urban,Tuesday,Feb,2,Male,Single,68,Third Party,Sedan,90691,0,5,400,4,60,47,0,13,66,No,No,External,6,-1,1,1994,All Perils
Jan,2,Friday,Toyota,Rural,Monday,Jan,3,Male,Married,32,Policy Holder,Sedan,22073,0,7,400,2,60,44,1,6,31,No,No,External,0,-1,1,1994,Collision
Jan,4,Wednesday,Mazda,Urban,Wednesday,Jan,4,Male,Single,23,Policy Holder,Sport,27254,0,10,400,2,53,31,8,3,26,No,No,External,4,4,2,1994,Liability
Jan,3,Wednesday,Pontiac,Urban,Thursday,Jan,3,Female,Married,27,Policy Holder,Sport,28353,0,15,400,4,37,59,0,6,33,No,No,External,0,-1,1,1994,Liability
Feb,4,Wednesday,Honda,Urban,Wednesday,Feb,4,Female,Married,39,Policy Holder,Sport,28704,0,12,400,3,41,45,5,7,38,No,No,External,0,-1,1,1994,Liability
Feb,2,Thursday,Chevrolet,Rural,Monday,Feb,3,Male,Single,35,Third Party,Sedan,89341,0,14,400,2,37,35,3,3,34,No,No,External,1,-1,1,1994,All Perils
Mar,4,Friday,Mazda,Urban,Friday,Mar,4,Male,Married,44,Policy Holder,Sedan,31577,0,9,400,1,52,37,4,7,40,No,No,External,0,-1,1,1994,Collision
Mar,3,Thursday,Chevrolet,Urban,Tuesday,Mar,4,Female,Married,41,Policy Holder,Sport,31334,0,12,400,3,51,47,3,7,38,No,No,External,0,-1,1,1994,Liability
Apr,1,Monday,Pontiac,Urban,Wednesday,Apr,1,Male,Married,69,Third Party,Sedan,23727,0,13,400,4,51,56,2,14,66,No,No,External,3,-1,1,1994,All Perils
Feb,3,Friday,Toyota,Rural,Wednesday,Mar,1,Male,Married,26,Policy Holder,Sedan,31228,0,3,400,1,56,49,1,6,32,No,No,External,4,-1,1,1994,Collision
Mar,2,Wednesday,Honda,Rural,Thursday,Mar,2,Male,Married,57,Third Party,Sport,28289,0,4,400,1,48,36,0,11,65,No,No,External,0,-1,1,1994,Liability
Mar,1,Wednesday,Honda,Urban,Wednesday,Mar,2,Male,Single,30,Policy Holder,Sport,21916,0,13,400,2,33,51,0,6,35,No,No,External,0,-1,1,1994,Liability
Jun,3,Tuesday,Chevrolet,Urban,Wednesday,Jul,1,Male,Married,41,Policy Holder,Sport,47066,0,6,400,4,41,58,2,7,36,No,No,External,5,-1,1,1994,Liability
Nov,1,Friday,Dodge,Urban,Tuesday,Nov,3,Male,Single,26,Third Party,Sedan,20850,0,3,700,1,46,35,0,7,32,No,No,External,9,-1,1,1994,All Perils
Oct,5,Monday,Mazda,Urban,Thursday,Nov,1,Male,Single,26,Third Party,Sport,26315,0,12,400,3,47,51,0,6,31,No,No,External,8,-1,1,1994,Liability
Mar,4,Saturday,Mazda,Urban,Thursday,Apr,2,Female,Single,33,Third Party,Sedan,9937,0,6,400,4,50,32,4,7,32,No,No,External,3,-1,1,1994,Collision
Apr,3,Saturday,Toyota,Urban,Monday,Jun,1,Male,Married,26,Policy Holder,Sedan,28290,0,5,400,2,60,45,1,6,32,No,No,External,0,-1,1,1994,All Perils
May,1,Friday,Mazda,Urban,Wednesday,May,3,Male,Married,28,Policy Holder,Sedan,22913,0,15,400,1,31,41,2,7,35,No,No,External,0,-1,1,1994,Collision
Apr,5,Thursday,Pontiac,Urban,Friday,Jul,5,Male,Single,31,Policy Holder,Sedan,8921,0,15,400,4,44,54,5,7,31,No,No,External,0,-1,1,1994,All Perils
Jun,1,Monday,Mazda,Urban,Tuesday,Jun,2,Male,Single,35,Policy Holder,Sport,23496,0,12,400,4,43,58,9,7,35,No,No,External,1,-1,1,1994,Liability
Jun,1,Sunday,Pontiac,Urban,Monday,Jun,4,Male,Married,40,Policy Holder,Sedan,22080,0,8,400,4,39,49,0,12,38,No,No,External,0,-1,1,1994,All Perils
Jul,1,Friday,Pontiac,Urban,Friday,Jul,1,Male,Married,30,Policy Holder,Sport,20854,0,9,400,2,43,48,1,6,32,No,No,External,6,-1,1,1994,Liability
Jun,4,Sunday,Honda,Urban,Wednesday,Jul,3,Female,Married,43,Policy Holder,Sedan,24461,0,2,400,2,52,38,3,7,39,No,No,External,2,-1,1,1994,All Perils
Jun,3,Saturday,Toyota,Urban,Wednesday,Jun,4,Male,Single,30,Policy Holder,Sedan,27474,0,10,400,2,45,56,0,7,35,No,No,External,6,8,2,1994,Collision
Aug,3,Tuesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,33,Policy Holder,Sport,22249,0,9,400,1,48,45,1,7,32,No,No,External,3,-1,1,1994,Liability
Jul,2,Saturday,Accura,Urban,Thursday,Jul,3,Male,Single,30,Third Party,Sedan,34237,0,7,400,1,32,50,0,6,33,No,No,External,0,-1,1,1994,All Perils
Jul,2,Monday,Pontiac,Urban,Wednesday,Jul,2,Male,Married,71,Policy Holder,Sedan,25811,0,4,500,1,32,49,1,11,70,No,No,External,2,2,1,1994,All Perils
Aug,4,Monday,Toyota,Rural,Monday,Aug,5,Male,Single,34,Policy Holder,Sedan,21952,0,14,400,3,57,56,2,7,32,Yes,No,External,6,-1,1,1994,Collision
Jun,3,Friday,Honda,Urban,Monday,Jun,3,Male,Married,55,Policy Holder,Sedan,34609,1,6,400,3,60,58,1,7,43,No,No,External,1,-1,1,1994,Collision
Jun,3,Friday,Mazda,Urban,Friday,Jul,1,Female,Married,32,Third Party,Sedan,27913,0,15,400,3,47,53,2,5,31,No,No,External,0,-1,1,1994,All Perils
Mar,4,Wednesday,Pontiac,Urban,Tuesday,Mar,5,Male,Single,35,Policy Holder,Sport,24685,0,5,400,1,55,47,10,7,34,No,No,External,7,-1,1,1994,Liability
Mar,2,Friday,Honda,Urban,Friday,Mar,3,Male,Married,74,Third Party,Sport,25569,0,13,400,3,56,57,9,7,72,No,No,External,0,-1,1,1994,Liability
Jun,3,Friday,Honda,Rural,Friday,Jun,4,Male,Single,20,Policy Holder,Sedan,23873,1,6,400,2,45,60,9,4,25,No,No,External,9,-1,1,1994,All Perils
Apr,4,Friday,Pontiac,Rural,Friday,Apr,4,Male,Married,38,Policy Holder,Sedan,14502,0,1,400,4,55,34,0,7,36,No,No,External,8,-1,1,1994,All Perils
Apr,3,Thursday,Toyota,Urban,Thursday,Apr,3,Male,Married,38,Policy Holder,Sport,31695,0,2,400,3,31,59,2,7,38,No,No,External,2,-1,1,1994,Liability
Jul,2,Friday,Honda,Urban,Thursday,Jul,2,Male,Married,52,Third Party,Sport,33887,0,11,400,1,44,32,3,13,50,No,No,External,2,-1,1,1994,Liability
Nov,1,Monday,Toyota,Urban,Friday,Nov,2,Male,Single,40,Policy Holder,Sedan,20452,0,16,400,1,34,40,0,15,40,No,No,External,8,-1,1,1994,All Perils
Jun,3,Friday,Accura,Urban,Monday,Jul,4,Male,Married,51,Policy Holder,Utility,71335,1,4,400,4,28,36,1,5,42,No,No,External,0,1,1,1994,All Perils
Nov,3,Tuesday,Mazda,Urban,Thursday,Dec,2,Male,Married,42,Policy Holder,Utility,97170,0,4,400,3,37,56,6,6,39,No,No,External,0,-1,4,1994,All Perils
Nov,2,Monday,Toyota,Urban,Friday,Nov,3,Male,Married,47,Policy Holder,Sedan,20138,0,14,400,1,47,36,5,9,43,No,No,External,6,-1,1,1994,All Perils
Jun,3,Saturday,Mazda,Urban,Thursday,Jun,4,Male,Married,41,Policy Holder,Sedan,89969,1,2,400,2,44,37,1,7,38,No,No,External,2,-1,1,1994,Collision
May,3,Saturday,Honda,Urban,Monday,May,3,Male,Married,31,Third Party,Sedan,27317,0,11,400,4,33,35,4,6,35,No,No,External,0,-1,1,1994,Collision
Jun,1,Friday,Mazda,Urban,Tuesday,Jun,2,Male,Single,34,Policy Holder,Sedan,32460,0,16,400,1,60,43,0,7,35,No,No,External,0,-1,1,1994,Collision
Jul,1,Saturday,Pontiac,Urban,Friday,Jul,2,Male,Married,64,Policy Holder,Sedan,85381,0,10,400,2,45,52,2,8,64,No,No,External,8,-1,1,1994,All Perils
Jun,5,Wednesday,Mazda,Rural,Monday,Jul,1,Male,Single,33,Third Party,Sport,89440,0,4,400,1,35,58,1,5,32,Yes,No,External,8,4,2,1994,Collision
Jul,4,Sunday,Pontiac,Urban,Tuesday,Jul,4,Male,Married,72,Third Party,Sedan,11062,0,12,400,3,51,57,0,7,75,No,No,External,3,-1,1,1994,All Perils
Jun,3,Saturday,Pontiac,Urban,Tuesday,Jul,1,Male,Married,29,Third Party,Sedan,33351,0,8,400,3,54,54,4,7,31,No,No,External,0,-1,1,1994,Collision
Aug,3,Friday,Mercury,Urban,Monday,Aug,5,Male,Married,58,Third Party,Sedan,83971,0,5,400,4,49,41,0,15,55,No,No,External,10,-1,1,1994,All Perils
Jun,3,Saturday,Mazda,Urban,Monday,Jun,3,Male,Married,35,Policy Holder,Sport,96451,1,11,400,3,59,35,0,3,31,No,No,External,0,-1,1,1994,Collision
Aug,2,Wednesday,Saturn,Urban,Friday,Aug,2,Male,Married,46,Policy Holder,Sedan,88956,0,16,400,2,37,35,1,8,46,No,No,External,0,-1,1,1994,All Perils
Sep,2,Saturday,Mazda,Urban,Monday,Sep,2,Male,Single,30,Policy Holder,Sedan,23337,0,6,400,2,41,34,1,6,35,No,No,External,2,-1,1,1994,All Perils
Sep,2,Monday,Pontiac,Urban,Tuesday,Sep,2,Male,Married,38,Policy Holder,Sedan,34577,0,5,400,1,44,60,1,15,40,No,No,External,0,-1,1,1994,Collision
Oct,4,Monday,Pontiac,Urban,Monday,Oct,4,Male,Married,42,Policy Holder,Sport,33609,0,4,400,1,37,55,4,9,36,No,No,External,0,-1,1,1994,Liability
Oct,4,Friday,Pontiac,Urban,Thursday,Nov,2,Male,Married,42,Third Party,Sedan,22713,0,7,400,3,44,60,0,7,36,No,No,External,1,-1,1,1994,All Perils
Nov,2,Saturday,Mercury,Rural,Tuesday,Nov,5,Male,Married,42,Policy Holder,Sedan,28203,0,10,400,1,60,46,1,7,40,No,No,External,0,-1,1,1994,All Perils
Nov,2,Friday,Mazda,Urban,Friday,Nov,2,Male,Married,31,Third Party,Sedan,21267,0,13,400,4,31,44,2,6,34,No,No,External,0,-1,1,1994,Collision
Nov,2,Saturday,Toyota,Urban,Tuesday,Dec,1,Male,Married,32,Policy Holder,Sedan,26406,0,11,400,3,58,42,0,5,32,No,No,External,2,-1,1,1994,All Perils
Dec,4,Monday,Pontiac,Urban,Tuesday,Jan,5,Female,Married,38,Third Party,Sedan,27681,0,14,400,2,49,35,10,7,37,No,No,External,4,-1,1,1994,Collision
Dec,2,Monday,Pontiac,Urban,Tuesday,Dec,2,Male,Married,43,Third Party,Sport,30842,0,16,400,2,42,51,7,7,36,No,No,External,2,-1,1,1994,Liability
Apr,3,Wednesday,Honda,Urban,Wednesday,Apr,3,Male,Married,29,Policy Holder,Sedan,31140,0,12,400,1,51,34,1,7,32,No,No,External,9,-1,1,1994,Collision
Jun,3,Sunday,Toyota,Urban,Monday,Jun,3,Male,Married,45,Third Party,Sedan,35359,0,2,400,1,46,60,1,7,36,No,No,External,4,-1,1,1994,All Perils
May,5,Monday,Toyota,Urban,Monday,May,5,Male,Married,64,Policy Holder,Sedan,26119,0,11,400,4,47,32,0,6,55,No,No,External,9,-1,1,1994,Collision
May,4,Saturday,Toyota,Urban,Tuesday,Jun,2,Male,Married,48,Policy Holder,Sedan,20707,0,11,400,2,33,44,0,9,46,No,No,External,0,-1,1,1994,All Perils
Jul,5,Monday,Accura,Urban,Wednesday,Aug,1,Male,Married,56,Third Party,Sedan,38480,0,8,400,1,33,46,9,13,65,No,Yes,External,0,-1,1,1994,All Perils
Sep,5,Friday,Pontiac,Urban,Friday,Sep,5,Male,Single,61,Policy Holder,Sport,26291,0,12,400,2,36,40,4,7,59,No,No,External,8,-1,1,1994,Liability
Jun,3,Sunday,Mazda,Urban,Monday,Jun,3,Female,Married,28,Policy Holder,Sedan,23778,1,8,400,2,42,50,4,4,35,No,No,External,3,5,2,1994,Collision
Sep,1,Friday,Pontiac,Urban,Tuesday,Sep,4,Male,Married,36,Policy Holder,Sport,27829,0,13,400,3,35,53,2,7,40,No,No,External,0,-1,1,1994,Liability
Aug,5,Monday,Chevrolet,Urban,Wednesday,Aug,5,Male,Married,47,Policy Holder,Sport,41862,0,6,400,4,53,49,7,7,41,No,No,External,1,-1,1,1994,Liability
Nov,4,Wednesday,Mazda,Urban,Wednesday,Nov,4,Male,Married,40,Policy Holder,Sport,38063,0,12,400,1,33,40,8,14,38,No,No,External,4,-1,1,1994,Liability
Nov,3,Sunday,Pontiac,Rural,Tuesday,Nov,4,Male,Single,26,Policy Holder,Sport,36691,0,11,400,3,47,42,3,7,32,No,No,External,7,-1,1,1994,Liability
Jun,3,Monday,Mazda,Urban,Monday,Jun,4,Male,Married,57,Third Party,Sedan,24972,0,11,400,3,32,49,4,10,52,No,No,External,2,-1,1,1994,Collision
Oct,3,Saturday,Honda,Urban,Monday,Oct,3,Female,Married,27,Policy Holder,Sport,23021,0,2,400,3,40,41,1,4,35,No,No,External,6,-1,1,1994,Liability
Aug,4,Sunday,Honda,Urban,Wednesday,Aug,5,Male,Married,38,Policy Holder,Sedan,24399,0,16,400,1,36,37,0,7,37,No,No,External,0,-1,1,1994,Collision
Aug,4,Wednesday,Toyota,Urban,Friday,Aug,4,Male,Married,26,Third Party,Sport,25596,0,13,400,2,31,38,4,7,33,No,No,External,6,-1,1,1994,Liability
Jul,4,Tuesday,Mazda,Urban,Wednesday,Jul,4,Male,Married,40,Policy Holder,Sedan,27587,0,7,400,2,55,45,1,7,38,No,No,External,6,-1,1,1994,Collision
Jul,4,Tuesday,Mazda,Urban,Wednesday,Aug,1,Male,Married,41,Policy Holder,Sport,32873,0,15,700,2,49,36,2,10,38,No,No,External,5,-1,1,1994,Liability
Jun,3,Monday,Pontiac,Urban,Monday,Jul,1,Male,Married,40,Policy Holder,Sedan,21544,1,9,400,3,57,40,4,9,40,No,No,External,1,-1,1,1994,All Perils
May,2,Friday,Chevrolet,Urban,Thursday,May,3,Male,Married,36,Policy Holder,Sport,35166,0,13,500,2,32,34,1,7,40,No,No,External,0,2,1,1994,Liability
Apr,5,Sunday,Toyota,Urban,Wednesday,May,1,Male,Married,43,Policy Holder,Sedan,27761,0,9,400,4,22,43,0,7,38,No,No,External,0,-1,1,1994,Collision
Apr,3,Saturday,Pontiac,Urban,Tuesday,Apr,3,Male,Married,34,Policy Holder,Sport,23185,0,4,400,1,39,60,2,7,34,No,No,External,6,-1,3,1994,Liability
Apr,3,Saturday,Mazda,Urban,Wednesday,Apr,3,Male,Married,64,Third Party,Sport,21664,0,5,400,4,54,59,4,10,56,No,No,External,0,-1,1,1994,Liability
Dec,2,Monday,Honda,Urban,Monday,Dec,2,Male,Married,37,Policy Holder,Sport,32535,0,14,400,4,60,55,4,7,37,No,No,External,0,-1,1,1994,Liability
Dec,2,Tuesday,Honda,Urban,Monday,Dec,3,Male,Married,31,Policy Holder,Sedan,21656,0,5,400,3,58,48,3,7,31,No,No,External,3,-1,1,1994,Collision
Jun,3,Monday,Accura,Urban,Monday,Jun,4,Male,Married,44,Policy Holder,Sedan,23471,1,14,400,3,58,60,4,6,37,No,No,External,1,-1,1,1994,All Perils
Dec,2,Friday,Honda,Urban,Friday,Dec,2,Female,Married,44,Policy Holder,Sport,26360,0,8,400,4,32,60,5,7,40,No,No,External,9,-1,1,1994,Liability
Dec,1,Monday,Honda,Urban,Monday,Dec,1,Male,Married,40,Policy Holder,Sedan,25815,0,4,400,1,31,48,0,7,36,No,No,External,0,-1,1,1994,All Perils
Nov,4,Saturday,Mazda,Urban,Monday,Nov,5,Male,Married,43,Policy Holder,Sport,20362,0,15,400,3,41,37,3,7,39,No,No,External,2,4,2,1994,Liability
Nov,1,Sunday,Toyota,Urban,Thursday,Nov,2,Male,Married,42,Policy Holder,Sport,26404,0,2,400,2,49,55,2,7,39,No,No,External,0,-1,1,1994,Liability
Nov,1,Friday,Toyota,Urban,Wednesday,Dec,3,Male,Married,39,Policy Holder,Sedan,23502,0,6,400,2,53,43,0,7,38,Yes,No,External,2,-1,1,1994,Collision
Oct,3,Sunday,Mazda,Urban,Thursday,Oct,4,Male,Single,30,Policy Holder,Sedan,22113,0,14,400,2,35,35,3,6,32,No,No,External,4,-1,1,1994,Collision
Sep,2,Tuesday,Honda,Urban,Thursday,Sep,4,Male,Married,34,Third Party,Sedan,28141,0,4,400,1,45,49,4,6,33,No,No,External,0,-1,1,1994,Collision
Jun,3,Monday,Saturn,Urban,Tuesday,Jun,4,Male,Married,44,Policy Holder,Sedan,35318,1,13,400,2,50,51,2,7,39,No,No,External,0,-1,1,1994,Collision
Jun,3,Monday,Ford,Urban,Friday,Sep,2,Male,Single,26,Policy Holder,Sport,24662,1,7,400,1,47,33,2,6,32,No,No,External,0,-1,1,1994,Liability
Aug,1,Wednesday,Toyota,Urban,Thursday,Aug,1,Male,Married,53,Policy Holder,Sedan,23802,0,6,400,1,36,41,2,10,46,No,No,External,4,-1,1,1994,Collision
Aug,1,Monday,Toyota,Urban,Thursday,Aug,2,Male,Married,38,Policy Holder,Sport,38967,0,7,400,2,59,54,3,7,37,No,No,External,0,-1,1,1994,Liability
Jul,3,Friday,Pontiac,Urban,Friday,Jul,4,Male,Married,39,Policy Holder,Sport,16821,0,6,400,2,59,52,7,7,36,No,No,External,0,-1,1,1994,Liability
Jun,2,Sunday,Chevrolet,Rural,Monday,Jun,2,Male,Married,38,Third Party,Sedan,28028,0,7,400,1,45,47,1,15,38,No,No,External,6,-1,1,1994,All Perils
May,4,Saturday,Honda,Urban,Monday,May,4,Male,Married,41,Policy Holder,Sedan,28036,0,10,400,3,43,60,0,7,36,No,No,External,2,-1,1,1994,Collision
May,3,Wednesday,Toyota,Urban,Friday,May,3,Female,Single,35,Policy Holder,Sedan,23351,0,7,400,2,53,53,0,5,35,No,No,External,1,-1,1,1994,Collision
May,3,Sunday,Chevrolet,Urban,Monday,May,3,Female,Single,39,Policy Holder,Sport,25433,0,8,400,4,31,39,2,7,38,No,No,External,6,-1,1,1994,Liability
May,3,Sunday,Honda,Rural,Thursday,May,3,Female,Single,34,Policy Holder,Sedan,22544,0,3,400,4,35,37,0,5,33,No,No,External,0,-1,1,1994,Collision
Apr,4,Saturday,Honda,Urban,Monday,Jul,4,Male,Married,40,Policy Holder,Sedan,21158,0,5,400,3,38,44,4,7,37,No,No,External,3,-1,1,1994,Collision
Apr,4,Thursday,Honda,Urban,Tuesday,Apr,4,Male,Married,36,Policy Holder,Sedan,32151,0,7,400,1,47,43,4,13,40,No,No,External,0,-1,1,1994,Collision
Jan,3,Friday,Pontiac,Urban,Friday,Jan,3,Male,Married,57,Policy Holder,Sport,22353,0,5,400,2,43,51,3,10,60,No,No,External,10,-1,1,1994,Liability
Dec,3,Thursday,Toyota,Urban,Monday,Jan,2,Male,Married,39,Third Party,Sedan,25399,0,4,400,4,59,34,1,7,37,No,No,External,9,-1,1,1994,Collision
Sep,1,Monday,Toyota,Urban,Tuesday,Sep,1,Male,Married,26,Third Party,Sedan,28257,0,12,400,3,33,37,2,6,33,No,No,External,10,-1,1,1994,Collision
Dec,3,Tuesday,VW,Urban,Friday,Dec,5,Male,Married,47,Third Party,Sedan,35280,0,2,700,3,50,33,1,13,43,No,No,External,8,-1,1,1994,Collision
Oct,4,Wednesday,Toyota,Urban,Friday,Oct,4,Male,Married,52,Policy Holder,Sport,36225,0,7,400,2,47,56,4,7,48,No,No,External,0,6,2,1994,Liability
Oct,2,Sunday,Honda,Urban,Monday,Oct,2,Male,Single,41,Third Party,Sport,33562,0,7,400,2,43,38,10,7,38,No,No,External,6,-1,1,1994,Liability
Jul,3,Monday,Ford,Rural,Friday,Aug,1,Male,Married,55,Policy Holder,Sedan,61077,0,6,400,2,45,41,0,6,49,No,No,External,0,-1,1,1994,Collision
Jun,4,Thursday,Honda,Urban,Saturday,Jul,1,Male,Married,51,Policy Holder,Sedan,22996,0,5,400,2,36,57,0,15,41,No,No,External,5,-1,1,1994,Collision
Jun,4,Tuesday,Toyota,Urban,Thursday,Jun,4,Male,Married,42,Third Party,Sedan,22515,0,4,400,4,58,59,1,7,36,No,No,External,0,-1,1,1994,All Perils
Apr,2,Sunday,Mazda,Urban,Tuesday,Apr,3,Male,Married,37,Policy Holder,Sport,26886,0,12,400,1,35,32,2,7,40,No,No,External,2,-1,1,1994,Liability
Apr,2,Monday,Toyota,Urban,Monday,Apr,3,Male,Married,51,Policy Holder,Sport,74887,0,8,400,4,59,39,3,7,49,No,No,External,0,-1,1,1994,Liability
Apr,1,Thursday,Honda,Rural,Wednesday,Apr,3,Male,Married,32,Third Party,Sedan,28386,0,3,400,4,50,40,2,4,34,No,No,External,1,-1,1,1994,Collision
Apr,1,Tuesday,Toyota,Urban,Wednesday,Apr,3,Male,Married,58,Policy Holder,Sedan,28207,0,1,400,3,41,32,0,15,51,No,No,External,0,-1,1,1994,All Perils
Nov,3,Sunday,Pontiac,Urban,Monday,Nov,4,Male,Married,52,Policy Holder,Sedan,27736,0,16,400,4,47,50,3,10,46,No,No,External,2,-1,1,1994,Collision
Nov,3,Friday,Chevrolet,Urban,Monday,Dec,2,Male,Married,32,Policy Holder,Sedan,56723,0,1,400,4,49,38,3,7,34,No,No,External,6,-1,1,1994,Collision
Jul,2,Friday,Toyota,Urban,Tuesday,Jul,2,Male,Married,26,Policy Holder,Sedan,25163,0,10,400,4,58,60,0,5,32,No,No,External,0,-1,1,1994,All Perils
Jul,2,Thursday,Pontiac,Urban,Wednesday,Jul,2,Female,Single,29,Third Party,Sedan,26825,0,7,400,1,33,36,4,6,31,No,No,External,0,-1,1,1994,Collision
May,5,Monday,Honda,Urban,Monday,May,5,Male,Married,34,Policy Holder,Sport,21870,0,11,400,2,31,38,4,6,31,No,No,External,0,-1,4,1994,Liability
May,4,Friday,Chevrolet,Urban,Tuesday,May,5,Male,Single,48,Policy Holder,Sport,25154,0,5,400,2,45,37,1,7,42,No,No,External,0,-1,1,1994,Liability
Apr,2,Wednesday,Chevrolet,Rural,Friday,May,1,Male,Married,56,Third Party,Sport,50880,0,7,400,4,53,56,6,12,53,No,No,External,4,-1,1,1994,Liability
Mar,5,Wednesday,Pontiac,Rural,Friday,May,1,Female,Married,30,Policy Holder,Sedan,27851,0,13,400,1,41,51,10,6,33,No,No,External,9,-1,1,1994,All Perils
Jan,4,Sunday,Toyota,Urban,Tuesday,Jan,4,Male,Single,28,Third Party,Sedan,27341,0,10,400,2,58,49,4,6,34,No,No,External,0,-1,1,1994,Collision
Dec,4,Monday,Mazda,Urban,Monday,Jan,2,Male,Single,29,Policy Holder,Sedan,34154,0,5,400,1,31,41,8,5,32,No,No,External,9,-1,1,1994,Collision
Jun,4,Wednesday,Toyota,Urban,Monday,Jul,1,Male,Married,37,Third Party,Sedan,24443,0,4,400,2,45,44,0,7,39,No,No,External,0,-1,1,1994,All Perils
Nov,3,Tuesday,Chevrolet,Urban,Wednesday,Dec,1,Male,Single,49,Policy Holder,Sedan,37853,0,16,400,2,35,55,1,6,42,No,No,External,0,-1,1,1994,All Perils
Feb,1,Friday,Mazda,Rural,Monday,Feb,2,Male,Married,50,Third Party,Sedan,38214,0,6,500,1,38,51,4,15,42,No,No,External,3,1,2,1994,Collision
Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,3,Male,Single,49,Policy Holder,Sport,23113,0,5,400,4,53,59,0,7,48,No,No,External,4,-1,1,1994,Liability
Feb,2,Sunday,Toyota,Urban,Monday,Feb,2,Male,Married,35,Policy Holder,Sport,24543,0,5,400,4,58,54,4,6,35,No,No,External,6,-1,1,1994,Liability
Mar,2,Thursday,Honda,Urban,Thursday,Mar,3,Male,Single,23,Policy Holder,Sedan,24159,0,1,400,3,51,44,3,5,29,No,No,External,0,-1,1,1994,Collision
Jun,4,Wednesday,Pontiac,Urban,Monday,Jun,4,Male,Married,29,Third Party,Sedan,5862,0,7,400,4,34,54,0,6,34,No,No,External,0,-1,1,1994,All Perils
Apr,2,Monday,Pontiac,Urban,Monday,Apr,2,Female,Married,34,Policy Holder,Sedan,26283,0,6,400,2,32,45,1,6,32,Yes,No,External,0,-1,1,1994,Collision
Sep,1,Tuesday,Chevrolet,Urban,Wednesday,Sep,1,Male,Married,59,Policy Holder,Sport,38283,0,13,400,4,48,49,7,14,60,No,No,External,0,-1,1,1994,Liability
